species	species_loc	hg19_loc_original	hg19_loc	nh/h_ratio
C57B6J	14:53172644-53172646	chr3:46065762-46065764	chr18:33422678-33422680	0.42857142857142855
C57B6J	4:63745727-63745728	chr9:117569045-117569047	chr9:117569045-117569046	1.0
C57B6J	4:63745734-63745735	chr9:117569045-117569047	chr9:117569046-117569047	1.0
C57B6J	2:27019977-27019978	chr9:136334597-136334599	chr9:136334597-136334598	1.0
C57B6J	2:27019979-27019980	chr9:136334597-136334599	chr9:136334598-136334599	1.0
Rattus	8:9829372-9829373	chr11:97791458-97791460	chr11:97791458-97791459	1.0
Rattus	8:9829370-9829371	chr11:97791458-97791460	chr11:97791459-97791460	1.0
Rattus	8:45371634-45371635	chr11:120754722-120754724	chr11:120754722-120754723	1.0
Rattus	8:45371632-45371633	chr11:120754722-120754724	chr11:120754723-120754724	1.0
Rattus	1:218175328-218175330	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	1:218175328-218175330	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	11:29737924-29737926	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	11:29737924-29737926	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	2:201741046-201741048	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	2:201741046-201741048	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	8:103161814-103161816	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	8:103161814-103161816	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	9:9097277-9097279	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	9:9097277-9097279	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	9:53285012-53285014	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	9:53285012-53285014	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	9:69855086-69855088	chr14:28734654-28734656	chr10:133781713-133781715	3.5
Rattus	9:69855086-69855088	chr14:28734654-28734656	chr14:28734654-28734656	3.5
Rattus	10:92008683-92008685	chr17:43923702-43923704	chr17:43923702-43923704	1.0
Rattus	10:92008683-92008685	chr17:43923702-43923704	chr17_ctg5_hap1:943835-943837	1.0
Rattus	20:1326138-1326140	chr17:43923702-43923704	chr17:43923702-43923704	1.0
Rattus	20:1326138-1326140	chr17:43923702-43923704	chr17_ctg5_hap1:943835-943837	1.0
Rattus	8:131861082-131861084	chr3:45837885-45837887	chr3:45837885-45837887	2.0
Rattus	8:131905690-131905692	chr3:45837885-45837887	chr3:45837885-45837887	2.0
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr1:111390392-111390394	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr2:233208916-233208918	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr3:46065962-46065964	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr4:69045612-69045614	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr8:108996490-108996492	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr10:5819112-5819114	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr10:64914275-64914277	0.5
Rattus	1:174905483-174905485	chr3:46065962-46065964	chr18:33422879-33422881	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr1:111390392-111390394	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr2:233208916-233208918	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr3:46065962-46065964	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr4:69045612-69045614	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr8:108996490-108996492	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr10:5819112-5819114	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr10:64914275-64914277	0.5
Rattus	14:10572592-10572594	chr3:46065962-46065964	chr18:33422879-33422881	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr1:111390392-111390394	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr2:233208916-233208918	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr3:46065962-46065964	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr4:69045612-69045614	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr8:108996490-108996492	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr10:5819112-5819114	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr10:64914275-64914277	0.5
Rattus	2:215334466-215334468	chr3:46065962-46065964	chr18:33422879-33422881	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr1:111390392-111390394	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr2:233208916-233208918	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr3:46065962-46065964	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr4:69045612-69045614	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr8:108996490-108996492	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr10:5819112-5819114	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr10:64914275-64914277	0.5
Rattus	20:24836700-24836702	chr3:46065962-46065964	chr18:33422879-33422881	0.5
Rattus	8:105622443-105622445	chr3:139485107-139485109	chr3:139485107-139485109	2.0
Rattus	8:105652690-105652692	chr3:139485107-139485109	chr3:139485107-139485109	2.0
Rattus	1:158224096-158224098	chr11:88082519-88082521	chr11:88082519-88082521	2.0
Rattus	14:82278211-82278213	chr11:88082519-88082521	chr11:88082519-88082521	2.0
Rattus	10:91913032-91913034	chr17:43811672-43811674	chr17:43811672-43811674	0.5
Rattus	10:91913032-91913034	chr17:43811672-43811674	chr17_ctg5_hap1:1055782-1055784	0.5
Rattus	11:54408343-54408344	chr17:43811672-43811674	chr17:43811672-43811673	0.5
Rattus	11:54408343-54408344	chr17:43811672-43811674	chr17_ctg5_hap1:1055783-1055784	0.5
Rattus	10:92138407-92138408	chr17:44091194-44091196	chr17:44091194-44091195	0.5
Rattus	10:92138407-92138408	chr17:44091194-44091196	chr17_ctg5_hap1:776798-776799	0.5
Rattus	10:92138415-92138416	chr17:44091194-44091196	chr17:44091195-44091196	0.5
Rattus	10:92138415-92138416	chr17:44091194-44091196	chr17_ctg5_hap1:776797-776798	0.5
Rattus	10:92151184-92151185	chr17:44109187-44109189	chr17:44109187-44109188	0.5
Rattus	10:92151184-92151185	chr17:44109187-44109189	chr17_ctg5_hap1:758788-758789	0.5
Rattus	10:92151187-92151188	chr17:44109187-44109189	chr17:44109188-44109189	0.5
Rattus	10:92151187-92151188	chr17:44109187-44109189	chr17_ctg5_hap1:758787-758788	0.5
Rattus	18:16588913-16588915	chr18:35154479-35154481	chr18:35154479-35154481	2.0
Rattus	18:17839660-17839662	chr18:35154479-35154481	chr18:35154479-35154481	2.0
Rattus	8:132150561-132150563	chr3:46246952-46246954	chr3:46246952-46246954	2.0
Rattus	8:132280719-132280721	chr3:46246952-46246954	chr3:46246952-46246954	2.0
Rattus	8:132154213-132154214	chr3:46250583-46250585	chr3:46250583-46250584	1.0
Rattus	8:132154215-132154216	chr3:46250583-46250585	chr3:46250584-46250585	1.0
Rattus	4:66592608-66592609	chr7:139657885-139657887	chr7:139657885-139657886	1.0
Rattus	4:66592613-66592614	chr7:139657885-139657887	chr7:139657886-139657887	1.0
Rattus	2:214903301-214903303	chr1:151341569-151341571	chr1:151341569-151341571	2.0
Rattus	2:215591692-215591694	chr1:151341569-151341571	chr1:151341569-151341571	2.0
Rattus	7:20340075-20340077	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	7:20343142-20343144	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	7:20355199-20355201	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	7:20363390-20363392	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	7:23127059-23127061	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	7:23130743-23130745	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	8:32420625-32420627	chr11:129894919-129894921	chr11:129894919-129894921	7.0
Rattus	12:43031296-43031298	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:43044194-43044196	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:43077021-43077023	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:43090270-43090272	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:43117704-43117706	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:43149169-43149171	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:44204305-44204307	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	12:44216897-44216899	chr12:113357441-113357443	chr12:113357441-113357443	8.0
Rattus	1:218174986-218174988	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	1:218174986-218174988	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	11:29738254-29738256	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	11:29738254-29738256	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	2:201740700-201740702	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	2:201740700-201740702	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	8:103161473-103161475	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	8:103161473-103161475	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	9:9096965-9096967	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	9:9096965-9096967	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	9:53284671-53284673	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	9:53284671-53284673	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	9:69855599-69855601	chr14:28735075-28735077	chr10:133781292-133781294	3.5
Rattus	9:69855599-69855601	chr14:28735075-28735077	chr14:28735075-28735077	3.5
Rattus	10:91938855-91938856	chr17:43846667-43846669	chr17:43846667-43846668	0.5
Rattus	10:91938855-91938856	chr17:43846667-43846669	chr17_ctg5_hap1:1020900-1020901	0.5
Rattus	10:91939254-91939255	chr17:43846667-43846669	chr17:43846668-43846669	0.5
Rattus	10:91939254-91939255	chr17:43846667-43846669	chr17_ctg5_hap1:1020899-1020900	0.5
Rattus	10:91992273-91992274	chr17:43910261-43910263	chr17:43910261-43910262	0.5
Rattus	10:91992273-91992274	chr17:43910261-43910263	chr17_ctg5_hap1:957247-957248	0.5
Rattus	10:91992275-91992276	chr17:43910261-43910263	chr17:43910262-43910263	0.5
Rattus	10:91992275-91992276	chr17:43910261-43910263	chr17_ctg5_hap1:957246-957247	0.5
Rattus	10:92136881-92136882	chr17:44089562-44089564	chr17:44089562-44089563	0.5
Rattus	10:92136881-92136882	chr17:44089562-44089564	chr17_ctg5_hap1:778430-778431	0.5
Rattus	10:92136883-92136884	chr17:44089562-44089564	chr17:44089563-44089564	0.5
Rattus	10:92136883-92136884	chr17:44089562-44089564	chr17_ctg5_hap1:778429-778430	0.5
Rattus	18:16590587-16590589	chr18:35156536-35156538	chr18:35156536-35156538	2.0
Rattus	18:17841334-17841336	chr18:35156536-35156538	chr18:35156536-35156538	2.0
Rattus	12:5238318-5238319	chr2:126473491-126473493	chr2:126473492-126473493	5.0
Rattus	13:13500923-13500924	chr2:126473491-126473493	chr2:126473492-126473493	5.0
Rattus	4:3886473-3886474	chr2:126473491-126473493	chr2:126473492-126473493	5.0
Rattus	4:3888934-3888935	chr2:126473491-126473493	chr2:126473492-126473493	5.0
Rattus	8:56236-56237	chr2:126473491-126473493	chr2:126473492-126473493	5.0
Rattus	8:118675139-118675141	chr3:46436955-46436957	chr3:46436955-46436957	2.0
Rattus	8:132390535-132390537	chr3:46436955-46436957	chr3:46436955-46436957	2.0
Rattus	1:157743175-157743177	chr11:88593288-88593290	chr11:49790426-49790428	1.0
Rattus	1:157743175-157743177	chr11:88593288-88593290	chr11:88593288-88593290	1.0
Rattus	1:157743552-157743554	chr11:88593288-88593290	chr11:49790426-49790428	1.0
Rattus	1:157743552-157743554	chr11:88593288-88593290	chr11:88593288-88593290	1.0
Rattus	3:122045383-122045385	chr15:49528701-49528703	chr15:49528701-49528703	2.0
Rattus	3:124709474-124709476	chr15:49528701-49528703	chr15:49528701-49528703	2.0
Rattus	10:91831206-91831207	chr17:43735477-43735479	chr17:43735477-43735478	0.5
Rattus	10:91831206-91831207	chr17:43735477-43735479	chr17_ctg5_hap1:1131840-1131841	0.5
Rattus	10:91831208-91831209	chr17:43735477-43735479	chr17:43735478-43735479	0.5
Rattus	10:91831208-91831209	chr17:43735477-43735479	chr17_ctg5_hap1:1131839-1131840	0.5
Rattus	10:91912168-91912169	chr17:43810781-43810783	chr17:43810781-43810782	0.5
Rattus	10:91912168-91912169	chr17:43810781-43810783	chr17_ctg5_hap1:1056674-1056675	0.5
Rattus	10:91912170-91912171	chr17:43810781-43810783	chr17:43810782-43810783	0.5
Rattus	10:91912170-91912171	chr17:43810781-43810783	chr17_ctg5_hap1:1056673-1056674	0.5
Rattus	10:92175550-92175552	chr17:44146164-44146166	chr17:44146164-44146166	1.0
Rattus	10:92175550-92175552	chr17:44146164-44146166	chr17_ctg5_hap1:721894-721896	1.0
Rattus	10:92860686-92860688	chr17:44146164-44146166	chr17:44146164-44146166	1.0
Rattus	10:92860686-92860688	chr17:44146164-44146166	chr17_ctg5_hap1:721894-721896	1.0
Rattus	3:59089754-59089755	chr2:166930980-166930982	chr2:166930980-166930981	1.0
Rattus	3:59089756-59089757	chr2:166930980-166930982	chr2:166930981-166930982	1.0
Rattus	9:88213065-88213067	chr2:228161169-228161171	chr2:228161169-228161171	2.0
Rattus	9:90595219-90595221	chr2:228161169-228161171	chr2:228161169-228161171	2.0
Rattus	11:35737303-35737305	chr21:35346304-35346306	chr21:35346304-35346306	2.0
Rattus	AABR06111425.1:170-172	chr21:35346304-35346306	chr21:35346304-35346306	2.0
Rattus	8:132150915-132150917	chr3:46247455-46247457	chr3:46247455-46247457	2.0
Rattus	8:132281312-132281314	chr3:46247455-46247457	chr3:46247455-46247457	2.0
Rattus	8:118674406-118674407	chr3:46437399-46437401	chr3:46437399-46437400	2.0
Rattus	8:132390933-132390934	chr3:46437399-46437401	chr3:46437399-46437400	2.0
Rattus	9:13977981-13977983	chr6:41502682-41502684	chr6:41502682-41502684	2.0
Rattus	9:15169248-15169250	chr6:41502682-41502684	chr6:41502682-41502684	2.0
Rattus	X:124410088-124410090	chr9:136121302-136121304	chrX:119389877-119389879	1.0
Rattus	X:124410088-124410090	chr9:136121302-136121304	chr9:136121302-136121304	1.0
Rattus	X:124484022-124484024	chr9:136121302-136121304	chrX:119389877-119389879	1.0
Rattus	X:124484022-124484024	chr9:136121302-136121304	chr9:136121302-136121304	1.0
Rattus	17:67823234-67823236	chr1:237277097-237277099	chr1:237277097-237277099	2.0
Rattus	17:67824930-67824932	chr1:237277097-237277099	chr1:237277097-237277099	2.0
Rattus	12:50645348-50645350	chr12:108588926-108588928	chr12:108588926-108588928	2.0
Rattus	12:50650582-50650584	chr12:108588926-108588928	chr12:108588926-108588928	2.0
Rattus	19:11734089-11734090	chr16:56138608-56138610	chr16:56138608-56138609	1.0
Rattus	19:11734087-11734088	chr16:56138608-56138610	chr16:56138609-56138610	1.0
Rattus	10:91826627-91826628	chr17:43731718-43731720	chr17:43731718-43731719	0.5
Rattus	10:91826627-91826628	chr17:43731718-43731720	chr17_ctg5_hap1:1135597-1135598	0.5
Rattus	10:91826630-91826631	chr17:43731718-43731720	chr17:43731719-43731720	0.5
Rattus	10:91826630-91826631	chr17:43731718-43731720	chr17_ctg5_hap1:1135596-1135597	0.5
Rattus	10:91950207-91950208	chr17:43858481-43858483	chr17:43858481-43858482	0.5
Rattus	10:91950207-91950208	chr17:43858481-43858483	chr17_ctg5_hap1:1009049-1009050	0.5
Rattus	10:91950211-91950212	chr17:43858481-43858483	chr17:43858482-43858483	0.5
Rattus	10:91950211-91950212	chr17:43858481-43858483	chr17_ctg5_hap1:1009048-1009049	0.5
Rattus	10:92038481-92038482	chr17:43960019-43960021	chr17:43960019-43960020	0.5
Rattus	10:92038481-92038482	chr17:43960019-43960021	chr17_ctg5_hap1:907584-907585	0.5
Rattus	10:92038487-92038488	chr17:43960019-43960021	chr17:43960020-43960021	0.5
Rattus	10:92038487-92038488	chr17:43960019-43960021	chr17_ctg5_hap1:907583-907584	0.5
Rattus	10:94990093-94990095	chr17:44351685-44351687	chr17:44351685-44351687	0.4
Rattus	10:94990093-94990095	chr17:44351685-44351687	chr17:65979136-65979138	0.4
Rattus	10:94990093-94990095	chr17:44351685-44351687	chr17_ctg5_hap1:514282-514284	0.4
Rattus	10:94990093-94990095	chr17:44351685-44351687	chr17_ctg5_hap1:1218691-1218693	0.4
Rattus	10:94990093-94990095	chr17:44351685-44351687	chr17_ctg5_hap1:1255691-1255693	0.4
Rattus	11:53252610-53252612	chr17:44351685-44351687	chr17:44351685-44351687	0.4
Rattus	11:53252610-53252612	chr17:44351685-44351687	chr17:65979136-65979138	0.4
Rattus	11:53252610-53252612	chr17:44351685-44351687	chr17_ctg5_hap1:514282-514284	0.4
Rattus	11:53252610-53252612	chr17:44351685-44351687	chr17_ctg5_hap1:1218691-1218693	0.4
Rattus	11:53252610-53252612	chr17:44351685-44351687	chr17_ctg5_hap1:1255691-1255693	0.4
Rattus	13:45700045-45700046	chr2:115647255-115647257	chr2:115647255-115647256	1.0
Rattus	13:45700041-45700042	chr2:115647255-115647257	chr2:115647256-115647257	1.0
Rattus	9:88216328-88216330	chr2:228164973-228164975	chr2:228164973-228164975	2.0
Rattus	9:90598482-90598484	chr2:228164973-228164975	chr2:228164973-228164975	2.0
Rattus	8:132038005-132038006	chr3:46007701-46007703	chr3:46007701-46007702	1.0
Rattus	8:132038011-132038012	chr3:46007701-46007703	chr3:46007702-46007703	1.0
Rattus	8:132151403-132151405	chr3:46247583-46247585	chr3:46247583-46247585	2.0
Rattus	8:132281800-132281802	chr3:46247583-46247585	chr3:46247583-46247585	2.0
Rattus	19:11733713-11733714	chr16:56139045-56139047	chr16:56139045-56139046	1.0
Rattus	19:11733710-11733711	chr16:56139045-56139047	chr16:56139046-56139047	1.0
Rattus	10:91870128-91870129	chr17:43774958-43774960	chr17:43774958-43774959	0.5
Rattus	10:91870128-91870129	chr17:43774958-43774960	chr17_ctg5_hap1:1092354-1092355	0.5
Rattus	10:91870131-91870132	chr17:43774958-43774960	chr17:43774959-43774960	0.5
Rattus	10:91870131-91870132	chr17:43774958-43774960	chr17_ctg5_hap1:1092353-1092354	0.5
Rattus	10:91872576-91872577	chr17:43778405-43778407	chr17:43778405-43778406	0.5
Rattus	10:91872576-91872577	chr17:43778405-43778407	chr17_ctg5_hap1:1088929-1088930	0.5
Rattus	10:91872588-91872589	chr17:43778405-43778407	chr17:43778406-43778407	0.5
Rattus	10:91872588-91872589	chr17:43778405-43778407	chr17_ctg5_hap1:1088928-1088929	0.5
Rattus	8:131861798-131861800	chr3:45841937-45841939	chr3:45841937-45841939	2.0
Rattus	8:131909233-131909235	chr3:45841937-45841939	chr3:45841937-45841939	2.0
Rattus	8:131996225-131996226	chr3:45960645-45960647	chr3:45960645-45960646	1.0
Rattus	8:131996227-131996228	chr3:45960645-45960647	chr3:45960646-45960647	1.0
Rattus	8:132151980-132151982	chr3:46248223-46248225	chr3:46248223-46248225	2.0
Rattus	8:132282377-132282379	chr3:46248223-46248225	chr3:46248223-46248225	2.0
Rattus	2:7209478-7209479	chr5:91803049-91803051	chr5:91803049-91803050	1.0
Rattus	2:7209460-7209461	chr5:91803049-91803051	chr5:91803050-91803051	1.0
Rattus	10:25490457-25490458	chr5:163125304-163125306	chr5:163125304-163125305	1.0
Rattus	10:25490434-25490435	chr5:163125304-163125306	chr5:163125305-163125306	1.0
Rattus	3:10240497-10240498	chr9:136237671-136237673	chr9:136237672-136237673	2.0
Rattus	3:10839139-10839140	chr9:136237671-136237673	chr9:136237672-136237673	2.0
Rattus	2:100030888-100030890	chr14:27535814-27535816	chr14:27535814-27535816	2.0
Rattus	6:77378611-77378613	chr14:27535814-27535816	chr14:27535814-27535816	2.0
Rattus	10:91802707-91802709	chr17:43713924-43713926	chr17:43713924-43713926	1.5
Rattus	10:91802707-91802709	chr17:43713924-43713926	chr17_ctg5_hap1:1153355-1153357	1.5
Rattus	10:91804131-91804133	chr17:43713924-43713926	chr17:43713924-43713926	1.5
Rattus	10:91804131-91804133	chr17:43713924-43713926	chr17_ctg5_hap1:1153355-1153357	1.5
Rattus	3:124521082-124521084	chr17:43713924-43713926	chr17:43713924-43713926	1.5
Rattus	3:124521082-124521084	chr17:43713924-43713926	chr17_ctg5_hap1:1153355-1153357	1.5
Rattus	10:91807433-91807434	chr17:43717802-43717804	chr17:43717802-43717803	0.5
Rattus	10:91807433-91807434	chr17:43717802-43717804	chr17_ctg5_hap1:1149509-1149510	0.5
Rattus	10:91807436-91807437	chr17:43717802-43717804	chr17:43717803-43717804	0.5
Rattus	10:91807436-91807437	chr17:43717802-43717804	chr17_ctg5_hap1:1149508-1149509	0.5
Rattus	10:91932668-91932669	chr17:43839252-43839254	chr17:43839252-43839253	0.5
