chr	start	end	hg19_loc	species	liftOver_input
chr12	37197120	37197122	chr17:44298278-44298280	panTro4	chr12:37197120-37197122
chr17	11711909	11711911	chr17:44298278-44298280	panTro4	chr17:11711909-11711911
chr17	11768647	11768649	chr17:44298278-44298280	panTro4	chr17:11768647-11768649
chr17	10430195	10430197	chr17:44316388-44316390	panTro4	chr17:10430195-10430197
chr17	11729449	11729451	chr17:44316388-44316390	panTro4	chr17:11729449-11729451
chr17	11786616	11786618	chr17:44316388-44316390	panTro4	chr17:11786616-11786618
chr17	11746405	11746407	chr17:44334051-44334053	panTro4	chr17:11746405-11746407
chr17	11805133	11805135	chr17:44334051-44334053	panTro4	chr17:11805133-11805135
chr17	11755470	11755472	chr17:44343124-44343126	panTro4	chr17:11755470-11755472
chr17	66659676	66659678	chr17:44343124-44343126	panTro4	chr17:66659676-66659678
chr17_AACZ03174535_random	719	721	chr17:44343124-44343126	panTro4	chr17_AACZ03174535_random:719-721
chr17_GL392694_random	6410	6412	chr17:44343124-44343126	panTro4	chr17_GL392694_random:6410-6412
chr17	11757984	11757986	chr17:44345652-44345654	panTro4	chr17:11757984-11757986
chr17_GL392694_random	8923	8925	chr17:44345652-44345654	panTro4	chr17_GL392694_random:8923-8925
chrUn_GL395225	825	827	chr17:44345652-44345654	panTro4	chrUn_GL395225:825-827
chr17_GL392694_random	14202	14204	chr17:44350918-44350920	panTro4	chr17_GL392694_random:14202-14204
chr17_GL392695_random	2347	2349	chr17:44350918-44350920	panTro4	chr17_GL392695_random:2347-2349
chr17_GL392694_random	16144	16146	chr17:44352871-44352873	panTro4	chr17_GL392694_random:16144-16146
chr17_GL392695_random	4294	4296	chr17:44352871-44352873	panTro4	chr17_GL392695_random:4294-4296
chr20	23462947	23462949	chr20:23313830-23313832	panTro4	chr20:23462947-23462949
chr20_GL393017_random	62	64	chr20:23313830-23313832	panTro4	chr20_GL393017_random:62-64
chr3	46777787	46777789	chr3:46119790-46119792	panTro4	chr3:46777787-46777789
chr3	46779828	46779830	chr3:46119790-46119792	panTro4	chr3:46779828-46779830
chr10	68741153	68741155	chr3:101271304-101271306	panTro4	chr10:68741153-68741155
chr3	104747701	104747703	chr3:101271304-101271306	panTro4	chr3:104747701-104747703
chr6	43564304	43564306	chr3:101397876-101397878	panTro4	chr6:43564304-43564306
chr3	104850423	104850425	chr3:101397876-101397878	panTro4	chr3:104850423-104850425
chrX	26351635	26351637	chr5:54086766-54086768	panTro4	chrX:26351635-26351637
chr5	60709285	60709287	chr5:54086766-54086768	panTro4	chr5:60709285-60709287
chr8_AACZ03163436_random	714	716	chr8:8730487-8730489	panTro4	chr8_AACZ03163436_random:714-716
chr8_GL390916_random	725330	725332	chr8:8730487-8730489	panTro4	chr8_GL390916_random:725330-725332
chr12	67848085	67848087	chr12:68045454-68045456	ponAbe2	chr12:67848085-67848087
chr12	67856183	67856185	chr12:68045454-68045456	ponAbe2	chr12:67856183-67856185
chr12	114874794	114874796	chr12:113369176-113369178	ponAbe2	chr12:114874794-114874796
chr12_random	2181601	2181603	chr12:113369176-113369178	ponAbe2	chr12_random:2181601-2181603
chr13	20992188	20992190	chr13:22419413-22419415	ponAbe2	chr13:20992188-20992190
chr13	20992506	20992508	chr13:22419413-22419415	ponAbe2	chr13:20992506-20992508
chr13	46302991	46302993	chr13:46864802-46864804	ponAbe2	chr13:46302991-46302993
chr13_random	1149909	1149911	chr13:46864802-46864804	ponAbe2	chr13_random:1149909-1149911
chr17	43227451	43227453	chr17:43753453-43753455	ponAbe2	chr17:43227451-43227453
chr17_random	5955019	5955021	chr17:43753453-43753455	ponAbe2	chr17_random:5955019-5955021
chr17	43272515	43272517	chr17:43801184-43801186	ponAbe2	chr17:43272515-43272517
chr17_random	7051770	7051772	chr17:43801184-43801186	ponAbe2	chr17_random:7051770-7051772
chr17	43326708	43326710	chr17:43852620-43852622	ponAbe2	chr17:43326708-43326710
chr17_random	2811317	2811319	chr17:43852620-43852622	ponAbe2	chr17_random:2811317-2811319
chr17	43422366	43422368	chr17:43947927-43947929	ponAbe2	chr17:43422366-43422368
chr17_random	14600345	14600347	chr17:43947927-43947929	ponAbe2	chr17_random:14600345-14600347
chr16	11687268	11687270	chr17:43966259-43966261	ponAbe2	chr16:11687268-11687270
chr17	43440892	43440894	chr17:43966259-43966261	ponAbe2	chr17:43440892-43440894
chr17	43442481	43442483	chr17:43966259-43966261	ponAbe2	chr17:43442481-43442483
chr17	43493447	43493449	chr17:44014136-44014138	ponAbe2	chr17:43493447-43493449
chr17_random	8556724	8556726	chr17:44014136-44014138	ponAbe2	chr17_random:8556724-8556726
chr17	43495938	43495940	chr17:44016340-44016342	ponAbe2	chr17:43495938-43495940
chr17_random	8559075	8559077	chr17:44016340-44016342	ponAbe2	chr17_random:8559075-8559077
chr17	43504492	43504494	chr17:44024905-44024907	ponAbe2	chr17:43504492-43504494
chr17	43511421	43511423	chr17:44024905-44024907	ponAbe2	chr17:43511421-43511423
chr17	43506061	43506063	chr17:44026477-44026479	ponAbe2	chr17:43506061-43506063
chr17	43513429	43513431	chr17:44026477-44026479	ponAbe2	chr17:43513429-43513431
chr17	43507829	43507831	chr17:44028010-44028012	ponAbe2	chr17:43507829-43507831
chr17	43514965	43514967	chr17:44028010-44028012	ponAbe2	chr17:43514965-43514967
chr17	43608784	43608786	chr17:44122483-44122485	ponAbe2	chr17:43608784-43608786
chr17_random	6793382	6793384	chr17:44122483-44122485	ponAbe2	chr17_random:6793382-6793384
chr17	43653627	43653629	chr17:44165595-44165597	ponAbe2	chr17:43653627-43653629
chr17_random	14964204	14964206	chr17:44165595-44165597	ponAbe2	chr17_random:14964204-14964206
chr17	43658103	43658105	chr17:44170017-44170019	ponAbe2	chr17:43658103-43658105
chr17_random	14969344	14969346	chr17:44170017-44170019	ponAbe2	chr17_random:14969344-14969346
chr17	43661013	43661015	chr17:44172697-44172699	ponAbe2	chr17:43661013-43661015
chr17_random	14971992	14971994	chr17:44172697-44172699	ponAbe2	chr17_random:14971992-14971994
chr17	43664752	43664754	chr17:44176214-44176216	ponAbe2	chr17:43664752-43664754
chr17_random	14975526	14975528	chr17:44176214-44176216	ponAbe2	chr17_random:14975526-14975528
chr17	43668263	43668265	chr17:44179968-44179970	ponAbe2	chr17:43668263-43668265
chr17_random	14977220	14977222	chr17:44179968-44179970	ponAbe2	chr17_random:14977220-14977222
chr17	43670220	43670222	chr17:44181932-44181934	ponAbe2	chr17:43670220-43670222
chr17_random	14979208	14979210	chr17:44181932-44181934	ponAbe2	chr17_random:14979208-14979210
chr17	43709879	43709881	chr17:44220941-44220943	ponAbe2	chr17:43709879-43709881
chr17	43710191	43710193	chr17:44220941-44220943	ponAbe2	chr17:43710191-43710193
chr17	43770899	43770901	chr17:44281721-44281723	ponAbe2	chr17:43770899-43770901
chr17_random	14981837	14981839	chr17:44281721-44281723	ponAbe2	chr17_random:14981837-14981839
chr12	57263759	57263761	chr17:44292125-44292127	ponAbe2	chr12:57263759-57263761
chr17	43777609	43777611	chr17:44292125-44292127	ponAbe2	chr17:43777609-43777611
chr17	43817477	43817479	chr17:44334051-44334053	ponAbe2	chr17:43817477-43817479
chr17	57726726	57726728	chr17:44334051-44334053	ponAbe2	chr17:57726726-57726728
chr17	43826065	43826067	chr17:44343124-44343126	ponAbe2	chr17:43826065-43826067
chr17	57713169	57713171	chr17:44343124-44343126	ponAbe2	chr17:57713169-57713171
chr17	43828490	43828492	chr17:44345652-44345654	ponAbe2	chr17:43828490-43828492
chr17	57708508	57708510	chr17:44345652-44345654	ponAbe2	chr17:57708508-57708510
chr17	43833736	43833738	chr17:44350918-44350920	ponAbe2	chr17:43833736-43833738
chr17	57700297	57700299	chr17:44350918-44350920	ponAbe2	chr17:57700297-57700299
chr17	61604504	61604506	chr17:44350918-44350920	ponAbe2	chr17:61604504-61604506
chr11	60235898	60235900	chr17:44352871-44352873	ponAbe2	chr11:60235898-60235900
chr17	43835983	43835985	chr17:44352871-44352873	ponAbe2	chr17:43835983-43835985
chr17	57698659	57698661	chr17:44352871-44352873	ponAbe2	chr17:57698659-57698661
chr17	42979944	42979946	chr17:44856931-44856933	ponAbe2	chr17:42979944-42979946
chr17_random	6084887	6084889	chr17:44856931-44856933	ponAbe2	chr17_random:6084887-6084889
chr19	50379110	50379112	chr19:49334990-49334992	ponAbe2	chr19:50379110-50379112
chr19	50383957	50383959	chr19:49334990-49334992	ponAbe2	chr19:50383957-50383959
chr19	51884741	51884743	chr19:50855700-50855702	ponAbe2	chr19:51884741-51884743
chr19_random	4776829	4776831	chr19:50855700-50855702	ponAbe2	chr19_random:4776829-4776831
chr2b	8397950	8397952	chr2:126509311-126509313	ponAbe2	chr2b:8397950-8397952
chr2b	8399772	8399774	chr2:126509311-126509313	ponAbe2	chr2b:8399772-8399774
chr2b	132912259	132912261	chr2:241127314-241127316	ponAbe2	chr2b:132912259-132912261
chr2b	132915173	132915175	chr2:241127314-241127316	ponAbe2	chr2b:132915173-132915175
chr3	100469945	100469947	chr3:46128708-46128710	ponAbe2	chr3:100469945-100469947
chr3_random	7775880	7775882	chr3:46128708-46128710	ponAbe2	chr3_random:7775880-7775882
chr3	31391280	31391282	chr3:101493000-101493002	ponAbe2	chr3:31391280-31391282
chr3_random	16566627	16566629	chr3:101493000-101493002	ponAbe2	chr3_random:16566627-16566629
chr3	172403434	172403436	chr3:168576883-168576885	ponAbe2	chr3:172403434-172403436
chr3	172406882	172406884	chr3:168576883-168576885	ponAbe2	chr3:172406882-172406884
chr3	201469913	201469915	chr3:197144236-197144238	ponAbe2	chr3:201469913-201469915
chr3	201471805	201471807	chr3:197144236-197144238	ponAbe2	chr3:201471805-201471807
chr4	190515731	190515733	chr4:183295747-183295749	ponAbe2	chr4:190515731-190515733
chr4	190519418	190519420	chr4:183295747-183295749	ponAbe2	chr4:190519418-190519420
chr6	168904215	168904217	chr6:165594517-165594519	ponAbe2	chr6:168904215-168904217
chr6_random	2088559	2088561	chr6:165594517-165594519	ponAbe2	chr6_random:2088559-2088561
chr7	74877093	74877095	chr7:10139854-10139856	ponAbe2	chr7:74877093-74877095
chr7_random	2933217	2933219	chr7:10139854-10139856	ponAbe2	chr7_random:2933217-2933219
chr8	11116433	11116435	chr8:8730487-8730489	ponAbe2	chr8:11116433-11116435
chr8_random	8888316	8888318	chr8:8730487-8730489	ponAbe2	chr8_random:8888316-8888318
chr8	29364977	29364979	chr8:29319770-29319772	ponAbe2	chr8:29364977-29364979
chr8_random	9244927	9244929	chr8:29319770-29319772	ponAbe2	chr8_random:9244927-9244929
chr9	94020433	94020435	chr9:101006014-101006016	ponAbe2	chr9:94020433-94020435
chr9_random	5838693	5838695	chr9:101006014-101006016	ponAbe2	chr9_random:5838693-5838695
chr9	130144720	130144722	chr9:136184781-136184783	ponAbe2	chr9:130144720-130144722
chr9	130168703	130168705	chr9:136184781-136184783	ponAbe2	chr9:130168703-130168705
chr9	130254828	130254830	chr9:136184781-136184783	ponAbe2	chr9:130254828-130254830
chr9	132504216	132504218	chr9:136184781-136184783	ponAbe2	chr9:132504216-132504218
chr9_random	6652741	6652743	chr9:136184781-136184783	ponAbe2	chr9_random:6652741-6652743
chrUn_JH296025	139	141	chr12:113357208-113357210	rheMac3	chrUn_JH296025:139-141
chr11	114719605	114719607	chr12:113357208-113357210	rheMac3	chr11:114719605-114719607
chrUn_JH296204	127	129	chr12:113362973-113362975	rheMac3	chrUn_JH296204:127-129
chrUn_JH296213	127	129	chr12:113362973-113362975	rheMac3	chrUn_JH296213:127-129
chr11	114725152	114725154	chr12:113362973-113362975	rheMac3	chr11:114725152-114725154
chr11	114727597	114727599	chr12:113365686-113365688	rheMac3	chr11:114727597-114727599
chrUn_JH323655	577	579	chr12:113365686-113365688	rheMac3	chrUn_JH323655:577-579
chr16	52963380	52963382	chr17:43934015-43934017	rheMac3	chr16:52963380-52963382
chr16	58476605	58476607	chr17:43934015-43934017	rheMac3	chr16:58476605-58476607
chr16	58481937	58481938	chr17:43939388-43939390	rheMac3	chr16:58481937-58481938
chr16	58481942	58481943	chr17:43939388-43939390	rheMac3	chr16:58481942-58481943
chr16	58492627	58492629	chr17:43950194-43950196	rheMac3	chr16:58492627-58492629
chr16	58492954	58492956	chr17:43950194-43950196	rheMac3	chr16:58492954-58492956
chr16	58512930	58512932	chr17:43978119-43978121	rheMac3	chr16:58512930-58512932
chrX	63671478	63671480	chr17:43978119-43978121	rheMac3	chrX:63671478-63671480
chr16	58636314	58636316	chr17:44101562-44101564	rheMac3	chr16:58636314-58636316
chr4	57260605	57260607	chr17:44101562-44101564	rheMac3	chr4:57260605-57260607
chr16	58685941	58685943	chr17:44153606-44153608	rheMac3	chr16:58685941-58685943
chr16	58686326	58686328	chr17:44153606-44153608	rheMac3	chr16:58686326-58686328
chr16	58710243	58710245	chr17:44176214-44176216	rheMac3	chr16:58710243-58710245
chr18	24811799	24811801	chr17:44176214-44176216	rheMac3	chr18:24811799-24811801
chrUn_JH320610	644	646	chr17:44176214-44176216	rheMac3	chrUn_JH320610:644-646
chr16	58713784	58713786	chr17:44179968-44179970	rheMac3	chr16:58713784-58713786
chr18	24813494	24813496	chr17:44179968-44179970	rheMac3	chr18:24813494-24813496
chr16	58882835	58882837	chr17:44343124-44343126	rheMac3	chr16:58882835-58882837
chr16	65427242	65427244	chr17:44343124-44343126	rheMac3	chr16:65427242-65427244
chr16	57650140	57650142	chr17:44352871-44352873	rheMac3	chr16:57650140-57650142
chr16	65410884	65410886	chr17:44352871-44352873	rheMac3	chr16:65410884-65410886
chr1	99895112	99895114	chr21:34622535-34622537	rheMac3	chr1:99895112-99895114
chr3	13430066	13430068	chr21:34622535-34622537	rheMac3	chr3:13430066-13430068
chr2	91928403	91928404	chr3:45994509-45994511	rheMac3	chr2:91928403-91928404
chr2	91929418	91929420	chr3:45994509-45994511	rheMac3	chr2:91929418-91929420
chr2	91928405	91928406	chr3:45994509-45994511	rheMac3	chr2:91928405-91928406
chr12	96111627	96111629	chr3:46065962-46065964	rheMac3	chr12:96111627-96111629
chr18	29771750	29771752	chr3:46065962-46065964	rheMac3	chr18:29771750-29771752
chr2	91853930	91853932	chr3:46065962-46065964	rheMac3	chr2:91853930-91853932
chr9	5948492	5948494	chr3:46065962-46065964	rheMac3	chr9:5948492-5948494
chr9	71982537	71982539	chr3:46065962-46065964	rheMac3	chr9:71982537-71982539
chr14	113905852	113905854	chr3:46090476-46090478	rheMac3	chr14:113905852-113905854
chr14	113915903	113915905	chr3:46090476-46090478	rheMac3	chr14:113915903-113915905
chr2	91801793	91801795	chr3:46119790-46119792	rheMac3	chr2:91801793-91801795
chr3	121478326	121478328	chr3:46119790-46119792	rheMac3	chr3:121478326-121478328
chr4	31412165	31412167	chr6:31118941-31118943	rheMac3	chr4:31412165-31412167
chrUn_JH323697	100	102	chr6:31118941-31118943	rheMac3	chrUn_JH323697:100-102
chr15	2783124	2783126	chr9:136184781-136184783	rheMac3	chr15:2783124-2783126
chr15	5258003	5258005	chr9:136184781-136184783	rheMac3	chr15:5258003-5258005
3	89273137	89273138	chr1:155105881-155105883	C57B6J	3:89273137-89273138
3	89273104	89273105	chr1:155105881-155105883	C57B6J	3:89273104-89273105
5	34417295	34417297	chr11:88082519-88082521	C57B6J	5:34417295-34417297
7	88270393	88270395	chr11:88082519-88082521	C57B6J	7:88270393-88270395
8	93738330	93738332	chr16:56148564-56148566	C57B6J	8:93738330-93738332
8	93738762	93738764	chr16:56148564-56148566	C57B6J	8:93738762-93738764
11	104086757	104086759	chr17:43811672-43811674	C57B6J	11:104086757-104086759
16	52006055	52006056	chr17:43811672-43811674	C57B6J	16:52006055-52006056
11	104335271	104335272	chr17:44109187-44109189	C57B6J	11:104335271-104335272
11	104335274	104335275	chr17:44109187-44109189	C57B6J	11:104335274-104335275
9	123965659	123965661	chr3:46246952-46246954	C57B6J	9:123965659-123965661
9	123979633	123979635	chr3:46246952-46246954	C57B6J	9:123979633-123979635
9	123969343	123969344	chr3:46250583-46250585	C57B6J	9:123969343-123969344
9	123969345	123969346	chr3:46250583-46250585	C57B6J	9:123969345-123969346
6	39023401	39023402	chr7:139657885-139657887	C57B6J	6:39023401-39023402
6	39023409	39023410	chr7:139657885-139657887	C57B6J	6:39023409-39023410
1	158224096	158224098	chr11:88082519-88082521	Rattus	1:158224096-158224098
14	82278211	82278213	chr11:88082519-88082521	Rattus	14:82278211-82278213
10	91913032	91913034	chr17:43811672-43811674	Rattus	10:91913032-91913034
11	54408343	54408344	chr17:43811672-43811674	Rattus	11:54408343-54408344
10	92138407	92138408	chr17:44091194-44091196	Rattus	10:92138407-92138408
10	92138415	92138416	chr17:44091194-44091196	Rattus	10:92138415-92138416
10	92151184	92151185	chr17:44109187-44109189	Rattus	10:92151184-92151185
10	92151187	92151188	chr17:44109187-44109189	Rattus	10:92151187-92151188
18	16588913	16588915	chr18:35154479-35154481	Rattus	18:16588913-16588915
18	17839660	17839662	chr18:35154479-35154481	Rattus	18:17839660-17839662
8	132150561	132150563	chr3:46246952-46246954	Rattus	8:132150561-132150563
8	132280719	132280721	chr3:46246952-46246954	Rattus	8:132280719-132280721
8	132154213	132154214	chr3:46250583-46250585	Rattus	8:132154213-132154214
8	132154215	132154216	chr3:46250583-46250585	Rattus	8:132154215-132154216
4	66592608	66592609	chr7:139657885-139657887	Rattus	4:66592608-66592609
4	66592613	66592614	chr7:139657885-139657887	Rattus	4:66592613-66592614
chr24	41843271	41843272	chr14:28734935-28734937	bosTau8	chr24:41843271-41843272
chr26	51353253	51353254	chr14:28734935-28734937	bosTau8	chr26:51353253-51353254
chr19	46336862	46336863	chr17:43773876-43773878	bosTau8	chr19:46336862-46336863
chr19	46348487	46348488	chr17:43773876-43773878	bosTau8	chr19:46348487-46348488
chr19	46634677	46634678	chr17:44089107-44089109	bosTau8	chr19:46634677-46634678
chr19	46634681	46634682	chr17:44089107-44089109	bosTau8	chr19:46634681-46634682
chr19	46697440	46697441	chr17:44163410-44163412	bosTau8	chr19:46697440-46697441
chr19	46697442	46697443	chr17:44163410-44163412	bosTau8	chr19:46697442-46697443
chr12	8262001	8262003	chr17:44302880-44302882	bosTau8	chr12:8262001-8262003
chr19	46820022	46820024	chr17:44302880-44302882	bosTau8	chr19:46820022-46820024
chr22	53828950	53828952	chr3:46246952-46246954	bosTau8	chr22:53828950-53828952
chr22	53854563	53854565	chr3:46246952-46246954	bosTau8	chr22:53854563-53854565
chr23	27784114	27784115	chr6:31120728-31120730	bosTau8	chr23:27784114-27784115
chr23	27784110	27784111	chr6:31120728-31120730	bosTau8	chr23:27784110-27784111
chr14	17285417	17285419	chr8:125343072-125343074	bosTau8	chr14:17285417-17285419
chr3	40747716	40747718	chr8:125343072-125343074	bosTau8	chr3:40747716-40747718
chr25	14523581	14523582	chr14:28734935-28734937	canFam3	chr25:14523581-14523582
chr7	75139693	75139694	chr14:28734935-28734937	canFam3	chr7:75139693-75139694
chr9	9773815	9773816	chr17:43849786-43849788	canFam3	chr9:9773815-9773816
chr9	9773813	9773814	chr17:43849786-43849788	canFam3	chr9:9773813-9773814
chr31	27869456	27869458	chr21:34614249-34614251	canFam3	chr31:27869456-27869458
chr31	28768642	28768644	chr21:34614249-34614251	canFam3	chr31:28768642-28768644
chr31	27873007	27873009	chr21:34618042-34618044	canFam3	chr31:27873007-27873009
chr31	28772193	28772195	chr21:34618042-34618044	canFam3	chr31:28772193-28772195
chr31	27879208	27879209	chr21:34623918-34623920	canFam3	chr31:27879208-27879209
chr31	28778394	28778395	chr21:34623918-34623920	canFam3	chr31:28778394-28778395
