chr	start	end	species_loc	score	strand	species	hg19_loc	hg19_loc_original
chr14	35406865	35406866	11:113727082-113727083	0	.	C57B6J	chr14:35406865-35406866	chr3:46138841-46138843
chr14	104384019	104384020	11:113727082-113727083	0	.	C57B6J	chr14:104384019-104384020	chr3:46138841-46138843
chr17	71280004	71280005	11:113727082-113727083	0	.	C57B6J	chr17:71280004-71280005	chr3:46138841-46138843
chr3	46138842	46138843	11:113727084-113727085	0	.	C57B6J	chr3:46138842-46138843	chr3:46138841-46138843
chr14	35406866	35406867	11:113727084-113727085	0	.	C57B6J	chr14:35406866-35406867	chr3:46138841-46138843
chr14	104384020	104384021	11:113727084-113727085	0	.	C57B6J	chr14:104384020-104384021	chr3:46138841-46138843
chr17	71280005	71280006	11:113727084-113727085	0	.	C57B6J	chr17:71280005-71280006	chr3:46138841-46138843
chr17	43714849	43714851	11:103984411-103984413	0	.	C57B6J	chr17:43714849-43714851	chr17:43714849-43714851
chr17_ctg5_hap1	1152429	1152431	11:103984411-103984413	0	.	C57B6J	chr17_ctg5_hap1:1152429-1152431	chr17:43714849-43714851
chr17	43714849	43714851	2:125728716-125728718	0	.	C57B6J	chr17:43714849-43714851	chr17:43714849-43714851
chr17_ctg5_hap1	1152429	1152431	2:125728716-125728718	0	.	C57B6J	chr17_ctg5_hap1:1152429-1152431	chr17:43714849-43714851
chr17	44018398	44018399	11:104270951-104270952	0	.	C57B6J	chr17:44018398-44018399	chr17:44018398-44018400
chr17_ctg5_hap1	849282	849283	11:104270951-104270952	0	.	C57B6J	chr17_ctg5_hap1:849282-849283	chr17:44018398-44018400
chr17	44018399	44018400	11:104270953-104270954	0	.	C57B6J	chr17:44018399-44018400	chr17:44018398-44018400
chr17_ctg5_hap1	849281	849282	11:104270953-104270954	0	.	C57B6J	chr17_ctg5_hap1:849281-849282	chr17:44018398-44018400
chr18	42763392	42763393	18:78616645-78616646	0	.	C57B6J	chr18:42763392-42763393	chr18:42763392-42763394
chr18	42763393	42763394	18:78616643-78616644	0	.	C57B6J	chr18:42763393-42763394	chr18:42763392-42763394
chr3	101552552	101552554	16:55832846-55832848	0	.	C57B6J	chr3:101552552-101552554	chr3:101552552-101552554
chr3	101552552	101552554	X:40782182-40782184	0	.	C57B6J	chr3:101552552-101552554	chr3:101552552-101552554
chr9	136133147	136133148	2:26846234-26846235	0	.	C57B6J	chr9:136133147-136133148	chr9:136133147-136133149
chr9	136133148	136133149	2:26846236-26846237	0	.	C57B6J	chr9:136133148-136133149	chr9:136133147-136133149
chr11	114707179	114707181	18:13635362-13635364	0	.	C57B6J	chr11:114707179-114707181	chr11:114707179-114707181
chr11	114707179	114707181	9:48193892-48193894	0	.	C57B6J	chr11:114707179-114707181	chr11:114707179-114707181
chr17	43715018	43715019	11:103984593-103984594	0	.	C57B6J	chr17:43715018-43715019	chr17:43715017-43715019
chr17_ctg5_hap1	1152261	1152262	11:103984593-103984594	0	.	C57B6J	chr17_ctg5_hap1:1152261-1152262	chr17:43715017-43715019
chr17	43715018	43715019	2:87123003-87123004	0	.	C57B6J	chr17:43715018-43715019	chr17:43715017-43715019
chr17_ctg5_hap1	1152261	1152262	2:87123003-87123004	0	.	C57B6J	chr17_ctg5_hap1:1152261-1152262	chr17:43715017-43715019
chr17	43715018	43715019	2:125728610-125728611	0	.	C57B6J	chr17:43715018-43715019	chr17:43715017-43715019
chr17_ctg5_hap1	1152261	1152262	2:125728610-125728611	0	.	C57B6J	chr17_ctg5_hap1:1152261-1152262	chr17:43715017-43715019
chr17	43844976	43844977	11:104114401-104114402	0	.	C57B6J	chr17:43844976-43844977	chr17:43844976-43844978
chr17_ctg5_hap1	1022591	1022592	11:104114401-104114402	0	.	C57B6J	chr17_ctg5_hap1:1022591-1022592	chr17:43844976-43844978
chr17	43844977	43844978	11:104114414-104114415	0	.	C57B6J	chr17:43844977-43844978	chr17:43844976-43844978
chr17_ctg5_hap1	1022590	1022591	11:104114414-104114415	0	.	C57B6J	chr17_ctg5_hap1:1022590-1022591	chr17:43844976-43844978
chr17	43926991	43926992	11:104190655-104190656	0	.	C57B6J	chr17:43926991-43926992	chr17:43926991-43926993
chr17_ctg5_hap1	940551	940552	11:104190655-104190656	0	.	C57B6J	chr17_ctg5_hap1:940551-940552	chr17:43926991-43926993
chr17	43926992	43926993	11:104190657-104190658	0	.	C57B6J	chr17:43926992-43926993	chr17:43926991-43926993
chr17_ctg5_hap1	940550	940551	11:104190657-104190658	0	.	C57B6J	chr17_ctg5_hap1:940550-940551	chr17:43926991-43926993
chr17	71768273	71768274	11:114199831-114199832	0	.	C57B6J	chr17:71768273-71768274	chr17:71768273-71768275
chr17	71768274	71768275	11:114199856-114199857	0	.	C57B6J	chr17:71768274-71768275	chr17:71768273-71768275
chr4	71707919	71707921	3:8674120-8674122	0	.	C57B6J	chr4:71707919-71707921	chr19:10596987-10596989
chr19	10596987	10596989	3:8674120-8674122	0	.	C57B6J	chr19:10596987-10596989	chr19:10596987-10596989
chr4	71707919	71707921	9:21230323-21230325	0	.	C57B6J	chr4:71707919-71707921	chr19:10596987-10596989
chr19	10596987	10596989	9:21230323-21230325	0	.	C57B6J	chr19:10596987-10596989	chr19:10596987-10596989
chr2	103816492	103816493	1:41188220-41188221	0	.	C57B6J	chr2:103816492-103816493	chr2:103816492-103816494
chr2	103816493	103816494	1:41188222-41188223	0	.	C57B6J	chr2:103816493-103816494	chr2:103816492-103816494
chr20	23310434	23310435	2:148645565-148645566	0	.	C57B6J	chr20:23310434-23310435	chr20:23310434-23310436
chr20	23310435	23310436	2:148645584-148645585	0	.	C57B6J	chr20:23310435-23310436	chr20:23310434-23310436
chr1	111390589	111390591	10:67267375-67267377	0	.	C57B6J	chr1:111390589-111390591	chr3:46065762-46065764
chr2	233208717	233208719	10:67267375-67267377	0	.	C57B6J	chr2:233208717-233208719	chr3:46065762-46065764
chr3	46065762	46065764	10:67267375-67267377	0	.	C57B6J	chr3:46065762-46065764	chr3:46065762-46065764
chr8	108996293	108996295	10:67267375-67267377	0	.	C57B6J	chr8:108996293-108996295	chr3:46065762-46065764
chr10	5818923	5818925	10:67267375-67267377	0	.	C57B6J	chr10:5818923-5818925	chr3:46065762-46065764
chr10	64914078	64914080	10:67267375-67267377	0	.	C57B6J	chr10:64914078-64914080	chr3:46065762-46065764
chr18	33422678	33422680	10:67267375-67267377	0	.	C57B6J	chr18:33422678-33422680	chr3:46065762-46065764
chr1	111390589	111390591	14:52861684-52861686	0	.	C57B6J	chr1:111390589-111390591	chr3:46065762-46065764
chr2	233208717	233208719	14:52861684-52861686	0	.	C57B6J	chr2:233208717-233208719	chr3:46065762-46065764
chr3	46065762	46065764	14:52861684-52861686	0	.	C57B6J	chr3:46065762-46065764	chr3:46065762-46065764
chr8	108996293	108996295	14:52861684-52861686	0	.	C57B6J	chr8:108996293-108996295	chr3:46065762-46065764
chr10	5818923	5818925	14:52861684-52861686	0	.	C57B6J	chr10:5818923-5818925	chr3:46065762-46065764
chr10	64914078	64914080	14:52861684-52861686	0	.	C57B6J	chr10:64914078-64914080	chr3:46065762-46065764
chr18	33422678	33422680	14:52861684-52861686	0	.	C57B6J	chr18:33422678-33422680	chr3:46065762-46065764
chr1	111390589	111390591	14:53172644-53172646	0	.	C57B6J	chr1:111390589-111390591	chr3:46065762-46065764
chr2	233208717	233208719	14:53172644-53172646	0	.	C57B6J	chr2:233208717-233208719	chr3:46065762-46065764
chr3	46065762	46065764	14:53172644-53172646	0	.	C57B6J	chr3:46065762-46065764	chr3:46065762-46065764
chr8	108996293	108996295	14:53172644-53172646	0	.	C57B6J	chr8:108996293-108996295	chr3:46065762-46065764
chr10	5818923	5818925	14:53172644-53172646	0	.	C57B6J	chr10:5818923-5818925	chr3:46065762-46065764
chr10	64914078	64914080	14:53172644-53172646	0	.	C57B6J	chr10:64914078-64914080	chr3:46065762-46065764
chr18	33422678	33422680	14:53172644-53172646	0	.	C57B6J	chr18:33422678-33422680	chr3:46065762-46065764
chr9	117569045	117569046	4:63745727-63745728	0	.	C57B6J	chr9:117569045-117569046	chr9:117569045-117569047
chr9	117569046	117569047	4:63745734-63745735	0	.	C57B6J	chr9:117569046-117569047	chr9:117569045-117569047
chr9	136334597	136334598	2:27019977-27019978	0	.	C57B6J	chr9:136334597-136334598	chr9:136334597-136334599
chr9	136334598	136334599	2:27019979-27019980	0	.	C57B6J	chr9:136334598-136334599	chr9:136334597-136334599
chr11	97791458	97791459	8:9829372-9829373	0	.	Rattus	chr11:97791458-97791459	chr11:97791458-97791460
chr11	97791459	97791460	8:9829370-9829371	0	.	Rattus	chr11:97791459-97791460	chr11:97791458-97791460
chr11	120754722	120754723	8:45371634-45371635	0	.	Rattus	chr11:120754722-120754723	chr11:120754722-120754724
chr11	120754723	120754724	8:45371632-45371633	0	.	Rattus	chr11:120754723-120754724	chr11:120754722-120754724
chr10	133781713	133781715	1:218175328-218175330	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	1:218175328-218175330	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr10	133781713	133781715	11:29737924-29737926	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	11:29737924-29737926	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr10	133781713	133781715	2:201741046-201741048	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	2:201741046-201741048	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr10	133781713	133781715	8:103161814-103161816	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	8:103161814-103161816	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr10	133781713	133781715	9:9097277-9097279	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	9:9097277-9097279	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr10	133781713	133781715	9:53285012-53285014	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	9:53285012-53285014	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr10	133781713	133781715	9:69855086-69855088	0	.	Rattus	chr10:133781713-133781715	chr14:28734654-28734656
chr14	28734654	28734656	9:69855086-69855088	0	.	Rattus	chr14:28734654-28734656	chr14:28734654-28734656
chr17	43923702	43923704	10:92008683-92008685	0	.	Rattus	chr17:43923702-43923704	chr17:43923702-43923704
chr17_ctg5_hap1	943835	943837	10:92008683-92008685	0	.	Rattus	chr17_ctg5_hap1:943835-943837	chr17:43923702-43923704
chr17	43923702	43923704	20:1326138-1326140	0	.	Rattus	chr17:43923702-43923704	chr17:43923702-43923704
chr17_ctg5_hap1	943835	943837	20:1326138-1326140	0	.	Rattus	chr17_ctg5_hap1:943835-943837	chr17:43923702-43923704
chr3	45837885	45837887	8:131861082-131861084	0	.	Rattus	chr3:45837885-45837887	chr3:45837885-45837887
chr3	45837885	45837887	8:131905690-131905692	0	.	Rattus	chr3:45837885-45837887	chr3:45837885-45837887
chr1	111390392	111390394	1:174905483-174905485	0	.	Rattus	chr1:111390392-111390394	chr3:46065962-46065964
chr2	233208916	233208918	1:174905483-174905485	0	.	Rattus	chr2:233208916-233208918	chr3:46065962-46065964
chr3	46065962	46065964	1:174905483-174905485	0	.	Rattus	chr3:46065962-46065964	chr3:46065962-46065964
chr4	69045612	69045614	1:174905483-174905485	0	.	Rattus	chr4:69045612-69045614	chr3:46065962-46065964
chr8	108996490	108996492	1:174905483-174905485	0	.	Rattus	chr8:108996490-108996492	chr3:46065962-46065964
chr10	5819112	5819114	1:174905483-174905485	0	.	Rattus	chr10:5819112-5819114	chr3:46065962-46065964
chr10	64914275	64914277	1:174905483-174905485	0	.	Rattus	chr10:64914275-64914277	chr3:46065962-46065964
chr18	33422879	33422881	1:174905483-174905485	0	.	Rattus	chr18:33422879-33422881	chr3:46065962-46065964
chr1	111390392	111390394	14:10572592-10572594	0	.	Rattus	chr1:111390392-111390394	chr3:46065962-46065964
chr2	233208916	233208918	14:10572592-10572594	0	.	Rattus	chr2:233208916-233208918	chr3:46065962-46065964
chr3	46065962	46065964	14:10572592-10572594	0	.	Rattus	chr3:46065962-46065964	chr3:46065962-46065964
chr4	69045612	69045614	14:10572592-10572594	0	.	Rattus	chr4:69045612-69045614	chr3:46065962-46065964
chr8	108996490	108996492	14:10572592-10572594	0	.	Rattus	chr8:108996490-108996492	chr3:46065962-46065964
chr10	5819112	5819114	14:10572592-10572594	0	.	Rattus	chr10:5819112-5819114	chr3:46065962-46065964
chr10	64914275	64914277	14:10572592-10572594	0	.	Rattus	chr10:64914275-64914277	chr3:46065962-46065964
chr18	33422879	33422881	14:10572592-10572594	0	.	Rattus	chr18:33422879-33422881	chr3:46065962-46065964
chr1	111390392	111390394	2:215334466-215334468	0	.	Rattus	chr1:111390392-111390394	chr3:46065962-46065964
chr2	233208916	233208918	2:215334466-215334468	0	.	Rattus	chr2:233208916-233208918	chr3:46065962-46065964
chr3	46065962	46065964	2:215334466-215334468	0	.	Rattus	chr3:46065962-46065964	chr3:46065962-46065964
chr4	69045612	69045614	2:215334466-215334468	0	.	Rattus	chr4:69045612-69045614	chr3:46065962-46065964
chr8	108996490	108996492	2:215334466-215334468	0	.	Rattus	chr8:108996490-108996492	chr3:46065962-46065964
chr10	5819112	5819114	2:215334466-215334468	0	.	Rattus	chr10:5819112-5819114	chr3:46065962-46065964
chr10	64914275	64914277	2:215334466-215334468	0	.	Rattus	chr10:64914275-64914277	chr3:46065962-46065964
chr18	33422879	33422881	2:215334466-215334468	0	.	Rattus	chr18:33422879-33422881	chr3:46065962-46065964
chr1	111390392	111390394	20:24836700-24836702	0	.	Rattus	chr1:111390392-111390394	chr3:46065962-46065964
chr2	233208916	233208918	20:24836700-24836702	0	.	Rattus	chr2:233208916-233208918	chr3:46065962-46065964
chr3	46065962	46065964	20:24836700-24836702	0	.	Rattus	chr3:46065962-46065964	chr3:46065962-46065964
chr4	69045612	69045614	20:24836700-24836702	0	.	Rattus	chr4:69045612-69045614	chr3:46065962-46065964
chr8	108996490	108996492	20:24836700-24836702	0	.	Rattus	chr8:108996490-108996492	chr3:46065962-46065964
chr10	5819112	5819114	20:24836700-24836702	0	.	Rattus	chr10:5819112-5819114	chr3:46065962-46065964
chr10	64914275	64914277	20:24836700-24836702	0	.	Rattus	chr10:64914275-64914277	chr3:46065962-46065964
chr18	33422879	33422881	20:24836700-24836702	0	.	Rattus	chr18:33422879-33422881	chr3:46065962-46065964
chr3	139485107	139485109	8:105622443-105622445	0	.	Rattus	chr3:139485107-139485109	chr3:139485107-139485109
chr3	139485107	139485109	8:105652690-105652692	0	.	Rattus	chr3:139485107-139485109	chr3:139485107-139485109
chr11	88082519	88082521	1:158224096-158224098	0	.	Rattus	chr11:88082519-88082521	chr11:88082519-88082521
chr11	88082519	88082521	14:82278211-82278213	0	.	Rattus	chr11:88082519-88082521	chr11:88082519-88082521
chr17	43811672	43811674	10:91913032-91913034	0	.	Rattus	chr17:43811672-43811674	chr17:43811672-43811674
chr17_ctg5_hap1	1055782	1055784	10:91913032-91913034	0	.	Rattus	chr17_ctg5_hap1:1055782-1055784	chr17:43811672-43811674
chr17	43811672	43811673	11:54408343-54408344	0	.	Rattus	chr17:43811672-43811673	chr17:43811672-43811674
chr17_ctg5_hap1	1055783	1055784	11:54408343-54408344	0	.	Rattus	chr17_ctg5_hap1:1055783-1055784	chr17:43811672-43811674
chr17	44091194	44091195	10:92138407-92138408	0	.	Rattus	chr17:44091194-44091195	chr17:44091194-44091196
chr17_ctg5_hap1	776798	776799	10:92138407-92138408	0	.	Rattus	chr17_ctg5_hap1:776798-776799	chr17:44091194-44091196
chr17	44091195	44091196	10:92138415-92138416	0	.	Rattus	chr17:44091195-44091196	chr17:44091194-44091196
chr17_ctg5_hap1	776797	776798	10:92138415-92138416	0	.	Rattus	chr17_ctg5_hap1:776797-776798	chr17:44091194-44091196
chr17	44109187	44109188	10:92151184-92151185	0	.	Rattus	chr17:44109187-44109188	chr17:44109187-44109189
chr17_ctg5_hap1	758788	758789	10:92151184-92151185	0	.	Rattus	chr17_ctg5_hap1:758788-758789	chr17:44109187-44109189
chr17	44109188	44109189	10:92151187-92151188	0	.	Rattus	chr17:44109188-44109189	chr17:44109187-44109189
chr17_ctg5_hap1	758787	758788	10:92151187-92151188	0	.	Rattus	chr17_ctg5_hap1:758787-758788	chr17:44109187-44109189
chr18	35154479	35154481	18:16588913-16588915	0	.	Rattus	chr18:35154479-35154481	chr18:35154479-35154481
chr18	35154479	35154481	18:17839660-17839662	0	.	Rattus	chr18:35154479-35154481	chr18:35154479-35154481
chr3	46246952	46246954	8:132150561-132150563	0	.	Rattus	chr3:46246952-46246954	chr3:46246952-46246954
chr3	46246952	46246954	8:132280719-132280721	0	.	Rattus	chr3:46246952-46246954	chr3:46246952-46246954
chr3	46250583	46250584	8:132154213-132154214	0	.	Rattus	chr3:46250583-46250584	chr3:46250583-46250585
chr3	46250584	46250585	8:132154215-132154216	0	.	Rattus	chr3:46250584-46250585	chr3:46250583-46250585
chr7	139657885	139657886	4:66592608-66592609	0	.	Rattus	chr7:139657885-139657886	chr7:139657885-139657887
chr7	139657886	139657887	4:66592613-66592614	0	.	Rattus	chr7:139657886-139657887	chr7:139657885-139657887
chr1	151341569	151341571	2:214903301-214903303	0	.	Rattus	chr1:151341569-151341571	chr1:151341569-151341571
chr1	151341569	151341571	2:215591692-215591694	0	.	Rattus	chr1:151341569-151341571	chr1:151341569-151341571
chr11	129894919	129894921	7:20340075-20340077	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr11	129894919	129894921	7:20343142-20343144	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr11	129894919	129894921	7:20355199-20355201	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr11	129894919	129894921	7:20363390-20363392	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr11	129894919	129894921	7:23127059-23127061	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr11	129894919	129894921	7:23130743-23130745	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr11	129894919	129894921	8:32420625-32420627	0	.	Rattus	chr11:129894919-129894921	chr11:129894919-129894921
chr12	113357441	113357443	12:43031296-43031298	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:43044194-43044196	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:43077021-43077023	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:43090270-43090272	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:43117704-43117706	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:43149169-43149171	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:44204305-44204307	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr12	113357441	113357443	12:44216897-44216899	0	.	Rattus	chr12:113357441-113357443	chr12:113357441-113357443
chr10	133781292	133781294	1:218174986-218174988	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	1:218174986-218174988	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr10	133781292	133781294	11:29738254-29738256	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	11:29738254-29738256	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr10	133781292	133781294	2:201740700-201740702	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	2:201740700-201740702	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr10	133781292	133781294	8:103161473-103161475	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	8:103161473-103161475	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr10	133781292	133781294	9:9096965-9096967	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	9:9096965-9096967	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr10	133781292	133781294	9:53284671-53284673	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	9:53284671-53284673	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr10	133781292	133781294	9:69855599-69855601	0	.	Rattus	chr10:133781292-133781294	chr14:28735075-28735077
chr14	28735075	28735077	9:69855599-69855601	0	.	Rattus	chr14:28735075-28735077	chr14:28735075-28735077
chr17	43846667	43846668	10:91938855-91938856	0	.	Rattus	chr17:43846667-43846668	chr17:43846667-43846669
chr17_ctg5_hap1	1020900	1020901	10:91938855-91938856	0	.	Rattus	chr17_ctg5_hap1:1020900-1020901	chr17:43846667-43846669
chr17	43846668	43846669	10:91939254-91939255	0	.	Rattus	chr17:43846668-43846669	chr17:43846667-43846669
